종목코드,단축코드,표준코드,종목명,종목명_통합,한글 종목명,한글 종목약명,영문 종목명,시장구분,소속부,액면가,상장주식수,소속부.1,업종코드,업종명,결산월,지정자문인,자본금,통화구분,대표이사,대표전화,주소,상장일,증권구분,주식종류
311320,311320,KR7311320006,지오엘리먼트,지오엘리먼트,지오엘리먼트,지오엘리먼트,"GO Element Co., Ltd.",KOSDAQ,기술성장기업부,500,12614560.0,기술성장기업,32602.0,전자부품 제조업,12.0,,6307280000.0,원(KRW),신현국,031-611-9123,경기도 안성시 금석3길 30 ,2021/11/11,주권,보통주
311390,311390,KR7311390009,네오크레마,네오크레마,네오크레마,네오크레마,"Neo Cremar Co., Ltd.",KOSDAQ,벤처기업부,500,12653789.0,,31008.0,기타 식품 제조업,12.0,,6326894500.0,원(KRW),"한기수, 이준우 (공동대표이사)",02-401-4088,"서울특별시 강남구 언주로93길 27 12층(역삼동, 아시아미디어센터)",2019/08/22,주권,보통주
311690,311690,KR7311690002,CJ 바이오사이언스,CJ 바이오사이언스,씨제이바이오사이언스,CJ 바이오사이언스,CJ Bioscience,KOSDAQ,기술성장기업부,500,13065462.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,6532731000.0,원(KRW),윤상배,02-6078-3456,서울특별시 중구 세종대로 14 그랜드센트럴타워 B동 7층 ,2019/12/26,주권,보통주
311960,311960,KR7311960009,인터로이드,인터로이드,인터로이드,인터로이드,InterRoid,KONEX,일반기업부,500,3062664.0,,105802.0,소프트웨어 개발 및 공급업,12.0,IBK증권,1531332000.0,원(KRW),김 수 화,16665950,"서울특별시 강남구 논현로 503 17층 (역삼동, 송촌빌딩)",2022/11/29,주권,보통주
312610,312610,KR7312610009,에이에프더블류,에이에프더블류,에이에프더블류,에이에프더블류,"A.F.W Co., Ltd",KOSDAQ,벤처기업부,500,20256888.0,,32802.0,일차전지 및 이차전지 제조업,12.0,,10128444000.0,원(KRW),김명훈,,경상북도 칠곡군 왜관읍 공단로1길 51 ,2019/07/01,주권,보통주
313760,313760,KR7313760001,캐리,캐리,캐리,캐리,CARRY,KOSDAQ,투자주의환기종목(소속부없음),500,11207186.0,,32801.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12.0,,5603593000.0,원(KRW),김용선,031-326-3000,경기도 용인시 처인구 모현읍 초부로54번길 7-3 ,2019/07/25,주권,보통주
314130,314130,KR7314130006,지놈앤컴퍼니,지놈앤컴퍼니,지놈앤컴퍼니,지놈앤컴퍼니,Genome&Company,KOSDAQ,기술성장기업부,500,31085515.0,기술성장기업,32101.0,기초 의약물질 제조업,12.0,,15542757500.0,원(KRW),"홍유석, 배지수, 박한수 (각자 대표이사)",031-628-0150,"경기도 수원시 영통구 창룡대로256번길 50 7층, 8층",2020/12/23,주권,보통주
314140,314140,KR7314140005,알피바이오,알피바이오,알피바이오,알피바이오,RPbio Inc.,KOSDAQ,중견기업부,500,8666361.0,,32102.0,의약품 제조업,12.0,,4333180500.0,원(KRW),윤재훈,02-2002-9715,서울특별시 강남구 삼성로 634 ,2022/09/29,주권,보통주
314930,314930,KR7314930009,바이오다인,바이오다인,바이오다인,바이오다인,"BIODYNE CO., LTD.",KOSDAQ,기술성장기업부,500,29764103.0,이익미실현기업,32701.0,의료용 기기 제조업,12.0,,14882051500.0,원(KRW),임욱빈,070-4185-8605,서울특별시 성동구 아차산로5길 24-4 ,2021/03/17,주권,보통주
315640,315640,KR7315640003,딥노이드,딥노이드,딥노이드,딥노이드,DEEPNOID Inc.,KOSDAQ,기술성장기업부,500,22536788.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,11268394000.0,원(KRW),최우식,02-6952-6001,"서울특별시 구로구 디지털로33길 48 19층(구로동, 대륭포스트타워 7차) ",2021/08/17,주권,보통주
316140,316140,KR7316140003,우리금융지주,우리금융지주,우리금융지주보통주,우리금융지주,WooriFinancialGroup,KOSPI,,5000,734076320.0,,116409.0,기타 금융업,12.0,,3802676300000.0,원(KRW),임종룡,02-2125-2000,서울특별시 중구 소공로 51 ,2019/02/13,주권,보통주
317120,317120,KR7317120004,라닉스,라닉스,라닉스,라닉스,RANIX INC.,KOSDAQ,기술성장기업부,500,15260000.0,기술성장기업,32601.0,반도체 제조업,12.0,,7706920000.0,원(KRW),최승욱,02-584-5516,서울특별시 강남구 언주로135길 25 (논현동) ,2019/09/18,주권,보통주
317240,317240,KR7317240000,TS트릴리온,TS트릴리온,티에스트릴리온,TS트릴리온,"TS Trillion Co., Ltd.",KOSDAQ,벤처기업부,100,115808012.0,,32004.0,기타 화학제품 제조업,12.0,,11580801200.0,원(KRW),김용채,02-785-8296,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가,티에스빌딩)",2019/04/29,주권,보통주
317330,317330,KR7317330009,덕산테코피아,덕산테코피아,덕산테코피아,덕산테코피아,"Duksan Techopia Co., Ltd.",KOSDAQ,중견기업부,500,20476584.0,,32004.0,기타 화학제품 제조업,12.0,,10238292000.0,원(KRW),이수완,041-903-9700,충청남도 천안시 동남구 풍세면 풍세산단2로 39 &nbsp,2019/08/02,주권,보통주
317400,317400,KR7317400000,자이에스앤디,자이에스앤디,자이에스앤디보통주,자이에스앤디,XI S&D,KOSPI,,1000,38782520.0,,126801.0,부동산 임대 및 공급업,12.0,,38782520000.0,원(KRW),구본삼,02-6910-7100,서울특별시 중구 퇴계로 173 ,2019/11/06,주권,보통주
317450,317450,KR7317450005,명인제약,명인제약,명인제약보통주,명인제약,MYUNGIN PHARM,KOSPI,,500,14600000.0,,32102.0,의약품 제조업,12.0,,7300000000.0,원(KRW),이행명,02-587-9060,경기도 화성시 팔탄면 노하길 361-12 ,2025/10/01,주권,보통주
317530,317530,KR7317530004,캐리소프트,캐리소프트,캐리소프트,캐리소프트,"CARRIESOFT Co., Ltd.",KOSDAQ,기술성장기업부,500,10039454.0,기술성장기업,105901.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",12.0,,5019727000.0,원(KRW),박창신,02-2289-1452,"서울특별시 구로구 디지털로31길 20, 에이스테크노타워5차 1101호 ",2019/10/29,주권,보통주
317690,317690,KR7317690006,퀀타매트릭스,퀀타매트릭스,퀀타매트릭스,퀀타매트릭스,QuantaMatrix Incorporated,KOSDAQ,기술성장기업부,500,19577021.0,기술성장기업,32701.0,의료용 기기 제조업,12.0,,9788510500.0,원(KRW),권성훈,02-6956-3458,"서울특별시 금천구 가산디지털1로 131 B동 16층(가산동, 비와이씨하이시티) ",2020/12/09,주권,보통주
317770,317770,KR7317770006,엑스페릭스,엑스페릭스,엑스페릭스,엑스페릭스,Xperix,KOSDAQ,벤처기업부,500,33275181.0,,32602.0,전자부품 제조업,12.0,,16637590500.0,원(KRW),윤상철,070-7775-2176,"경기도 성남시 중원구 사기막골로62번길 37 1207호 (상대원동, 스타타워) ",2019/08/01,주권,보통주
317830,317830,KR7317830008,에스피시스템스,에스피시스템스,에스피시스템스,에스피시스템스,"SP SYSTEMS CO.,LTD.",KOSDAQ,벤처기업부,100,10773818.0,,32902.0,특수 목적용 기계 제조업,12.0,,1077381800.0,원(KRW),"심상균, 심효준",055-371-5608,경상남도 양산시 어곡공단로 123 ,2019/08/14,주권,보통주
317850,317850,KR7317850006,대모,대모,대모엔지니어링,대모,"DAEMO Engineering Co.,Ltd.",KOSDAQ,벤처기업부,500,8324420.0,,32902.0,특수 목적용 기계 제조업,12.0,,4162210000.0,원(KRW),이원해,031-488-6000,경기도 시흥시 엠티브이26로58번길 56 -,2019/07/24,주권,보통주
317860,317860,KR7317860005,노드메이슨,노드메이슨,노드메이슨,노드메이슨,Nordmason,KONEX,일반기업부,500,4513215.0,,32004.0,기타 화학제품 제조업,12.0,IBK증권,2256607500.0,원(KRW),구자풍,070-7123-0077,서울특별시 마포구 토정로 119 노드메이슨 빌딩,2019/12/06,주권,보통주
317870,317870,KR7317870004,엔바이오니아,엔바이오니아,엔바이오니아,엔바이오니아,"Envioneer Co., Ltd.",KOSDAQ,기술성장기업부,500,8546519.0,기술성장기업,33309.0,그외 기타 제품 제조업,12.0,,4273259500.0,원(KRW),한정철,031-716-3670,"충청북도 제천시 한방엑스포로 85, 85-1(왕암동) (주)엔바이오니아",2019/10/24,주권,보통주
318000,318000,KR7318000007,KBG,KBG,케이비지,KBG,KBG,KOSDAQ,벤처기업부,200,8740223.0,,32002.0,합성고무 및 플라스틱 물질 제조업,12.0,,1748044600.0,원(KRW),부삼열,041-523-6201,충청남도 천안시 동남구 성남면 대흥신덕길 84-19 ,2019/08/01,주권,보통주
318010,318010,KR7318010006,팜스빌,팜스빌,팜스빌,팜스빌,"Pharmsville Co., Ltd.",KOSDAQ,중견기업부,500,7929338.0,,31008.0,기타 식품 제조업,12.0,,3964669000.0,원(KRW),이병욱,02-553-1323,서울특별시 강서구 마곡중앙8로3길 37 - ,2019/10/22,주권,보통주
318020,318020,KR7318020005,포인트모바일,포인트모바일,포인트모바일,포인트모바일,"POINT MOBILE Co., Ltd.",KOSDAQ,벤처기업부,100,12662272.0,,32603.0,컴퓨터 및 주변장치 제조업,12.0,,1266227200.0,원(KRW),이철환,02-3397-7870,"서울특별시 금천구 디지털로 178 (가산동, 가산퍼블릭) A동 26층 ",2020/12/03,주권,보통주
318060,318060,KR7318060001,그래피,그래피,그래피,그래피,Graphy Inc.,KOSDAQ,기술성장기업부,500,11053777.0,기술성장기업,32002.0,합성고무 및 플라스틱 물질 제조업,12.0,,5526888500.0,원(KRW),심운섭,,서울특별시 금천구 가산디지털1로 225 6층 ,2025/08/25,주권,보통주
318160,318160,KR7318160009,셀바이오휴먼텍,셀바이오휴먼텍,셀바이오휴먼텍,셀바이오휴먼텍,"Cell Bio Human Tech Co.,LTD",KOSDAQ,벤처기업부,500,9341201.0,,31309.0,기타 섬유제품 제조업,12.0,,4670600500.0,원(KRW),이권선,070-4786-9322,"경기도 안양시 동안구 시민대로 401 대륭테크노타운15차 제2001호,제2101호  ",2023/04/20,주권,보통주
318410,318410,KR7318410008,비비씨,비비씨,비비씨,비비씨,"Best Bristle Company CO., Ltd.",KOSDAQ,중견기업부,500,5555243.0,,32004.0,기타 화학제품 제조업,12.0,,2777621500.0,원(KRW),"강기태,전용태",042-932-9773,대전광역시 대덕구 문평동로 25 - ,2020/09/21,주권,보통주
318660,318660,KR7318660008,타임기술,타임기술,타임기술,타임기술,TIME Technical Support,KONEX,일반기업부,500,2152101.0,,105802.0,소프트웨어 개발 및 공급업,12.0,한국증권,1076050500.0,원(KRW),주양효,055-281-6540,"경상남도 창원시 성산구 완암로 50, 메카동 813호 (성산동, SK테크노파크) ",2021/06/24,주권,보통주
319400,319400,KR7319400008,현대무벡스,현대무벡스,현대무벡스,현대무벡스,HYUNDAI MOVEX,KOSDAQ,우량기업부,100,111376039.0,,32901.0,일반 목적용 기계 제조업,12.0,,11797003900.0,원(KRW),도익한,02-2072-6000,서울시 종로구 율곡로 194 현대그룹빌딩,2019/05/08,주권,보통주
319660,319660,KR7319660007,피에스케이,피에스케이,피에스케이,피에스케이,PSK INC.,KOSDAQ,우량기업부,500,28966714.0,,32902.0,특수 목적용 기계 제조업,12.0,,14624188500.0,원(KRW),이경일,031-660-8703,경기도 화성시 삼성1로4길 48 ,2019/05/10,주권,보통주
320000,320000,KR7320000003,한울반도체,한울반도체,한울반도체,한울반도체,HanWool Semiconductor,KOSDAQ,중견기업부,100,32308990.0,,32902.0,특수 목적용 기계 제조업,12.0,,3230899000.0,원(KRW),김백산,031-429-2401,경기도 군포시 고산로 166 104동 1001호,2019/09/18,주권,보통주
321260,321260,KR7321260002,프로이천,프로이천,프로이천,프로이천,PRO2000,KOSDAQ,벤처기업부,100,28192084.0,,32601.0,반도체 제조업,12.0,,2819208400.0,원(KRW),임이빈,02-368-6296,경기도 군포시 고산로148번길 17 군포IT밸리 411호,2019/05/31,주권,보통주
321370,321370,KR7321370009,센서뷰,센서뷰,센서뷰,센서뷰,"SENSORVIEW CO., LTD.",KOSDAQ,기술성장기업부,500,44083688.0,기술성장기업,32602.0,전자부품 제조업,12.0,,22041844000.0,원(KRW),김병남,02-2038-7765,경기도 성남시 수정구 달래내로 46 403호,2023/07/19,주권,보통주
321550,321550,KR7321550006,티움바이오,티움바이오,티움바이오,티움바이오,"TiumBio Co., Ltd.",KOSDAQ,기술성장기업부,500,27144909.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,13572454500.0,원(KRW),김훈택,031-600-1500,"경기도 성남시 수정구 창업로40번길 30 6층 (시흥동, 판교아이티센터) ",2019/11/22,주권,보통주
321820,321820,KR7321820003,아티스트컴퍼니,아티스트컴퍼니,아티스트컴퍼니,아티스트컴퍼니,Artist Company,KOSDAQ,기술성장기업부,500,15591376.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,7795688000.0,원(KRW),황경주,02-2038-3266,서울특별시 강남구 도산대로 430 3층(청담동) ,2021/02/03,주권,보통주
322000,322000,KR7322000001,HD현대에너지솔루션,HD현대에너지솔루션,에이치디현대에너지솔루션보통주,HD현대에너지솔루션,"HD HYUNDAI ENERGY SOLUTIONS CO.,LTD.",KOSPI,,5000,11200000.0,,32601.0,반도체 제조업,12.0,,56000000000.0,원(KRW),박종환,1522-5001,"경기도 성남시 분당구 분당수서로 477 9층(정자동, HD현대그룹 글로벌 R&D센터)",2019/11/19,주권,보통주
322180,322180,KR7322180001,LS티라유텍,LS티라유텍,엘에스티라유텍,LS티라유텍,LS THiRA-UTECH,KOSDAQ,벤처기업부,100,20921984.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,2095425900.0,원(KRW),김정하,02-3461-6531,서울특별시 강남구 학동로5길 7 ,2019/10/31,주권,보통주
322310,322310,KR7322310004,오로스테크놀로지,오로스테크놀로지,오로스테크놀로지,오로스테크놀로지,"AUROS TECHNOLOGY, INC.",KOSDAQ,벤처기업부,500,9366542.0,,32902.0,특수 목적용 기계 제조업,12.0,,4683271000.0,원(KRW),"각자 대표이사 이준우, 최성원",031-8046-8800,경기도 화성시 동탄면 동탄산단6길 15-23 &nbsp,2021/02/24,주권,보통주
322510,322510,KR7322510009,제이엘케이,제이엘케이,제이엘케이,제이엘케이,"JLK, Inc.",KOSDAQ,기술성장기업부,100,25528892.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,2552889200.0,원(KRW),김동민,070-4651-4051,충청북도 청주시 청원구 오창읍 양청송대길 10 청주미래누리터(지식산업센터) 204호 ,2019/12/11,주권,보통주
322780,322780,KR7322780008,코퍼스코리아,코퍼스코리아,코퍼스코리아,코퍼스코리아,"COPUS KOREA Co., Ltd.",KOSDAQ,중견기업부,100,41263297.0,,105901.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",12.0,,4126329700.0,원(KRW),오영섭,02-568-1317,서울특별시 마포구 월드컵북로 361 8층(DMC이안상암2단지),2019/05/31,주권,보통주
322970,322970,KR7322970005,무진메디,무진메디,무진메디,무진메디,Moogene Medi,KONEX,일반기업부,500,10051978.0,,137001.0,자연과학 및 공학 연구개발업,12.0,한국증권,5025989000.0,원(KRW),윤태종,031-8027-6150,"경기도 하남시 미사강변중앙로7번안길 25씨동 10층(풍산동,유-테크밸리씨타워) ",2020/06/24,주권,보통주
323280,323280,KR7323280008,태성,태성,태성,태성,TAESUNG,KOSDAQ,중견기업부,100,30500730.0,,32902.0,특수 목적용 기계 제조업,12.0,,3050073000.0,원(KRW),김종학,031-482-2240,"경기도 안산시 단원구 해안로 228 (원시동, ㈜태성)",2019/06/24,주권,보통주
323350,323350,KR7323350009,다원넥스뷰,다원넥스뷰,다원넥스뷰,다원넥스뷰,"DAWON NEXVIEW CO.,LTD.",KOSDAQ,기술성장기업부,100,8010772.0,기술성장기업,32703.0,사진장비 및 광학기기 제조업,12.0,,801077200.0,원(KRW),남기중,031-8085-7881,경기도 안산시 단원구 시화호수로 485 ,2024/06/11,주권,보통주
323410,323410,KR7323410001,카카오뱅크,카카오뱅크,카카오뱅크보통주,카카오뱅크,KakaoBank Corp.,KOSPI,,5000,476990437.0,,116401.0,은행 및 저축기관,12.0,,2384952185000.0,원(KRW),윤호영,02-6288-6000,"경기도 성남시 분당구 분당내곡로 131 (백현동, 판교테크원)",2021/08/06,주권,보통주
323990,323990,KR7323990002,박셀바이오,박셀바이오,박셀바이오,박셀바이오,Vaxcell-Bio Therapeutics,KOSDAQ,기술성장기업부,500,23257345.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,11628672500.0,원(KRW),이제중 (단독 대표이사),061-373-0046,전라남도 화순군 화순읍 산단길 12-55 ,2020/09/22,주권,보통주
326030,326030,KR7326030004,SK바이오팜,SK바이오팜,에스케이바이오팜보통주,SK바이오팜,SK BIOPHARMACEUTICALS,KOSPI,,500,78313250.0,,137001.0,자연과학 및 공학 연구개발업,12.0,,39156625000.0,원(KRW),이동훈,031-8093-0114,경기도 성남시 분당구 판교역로 221 ,2020/07/02,주권,보통주
327260,327260,KR7327260006,RF머트리얼즈,RF머트리얼즈,알에프머트리얼즈,RF머트리얼즈,RF Materials,KOSDAQ,벤처기업부,500,8433231.0,,32602.0,전자부품 제조업,12.0,,4216615500.0,원(KRW),"남동우, 한기우 (각자 대표이사)",031-499-2817,"경기도 안산시 단원구 강촌로 213, 215(목내동) .",2019/12/24,주권,보통주
327610,327610,KR7327610002,펨토바이오메드,펨토바이오메드,펨토바이오메드,펨토바이오메드,Femtobiomed,KONEX,일반기업부,500,8536086.0,,32701.0,의료용 기기 제조업,12.0,한국증권,4268043000.0,원(KRW),이상현 (단독대표),031-622-8501,"경기도 성남시 분당구 판교로 700D동 510호(야탑동, 분당테크노파크) ",2019/07/10,주권,보통주
328130,328130,KR7328130000,루닛,루닛,루닛,루닛,Lunit Inc.,KOSDAQ,기술성장기업부,500,29204590.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,14602295000.0,원(KRW),서범석,02-2138-0827,"서울특별시 강남구 강남대로 374 4층~9층(역삼동, 케이스퀘어 강남II) ",2022/07/21,주권,보통주
328380,328380,KR7328380001,솔트웨어,솔트웨어,솔트웨어,솔트웨어,Saltware,KOSDAQ,벤처기업부,100,34262778.0,,106201.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12.0,,3426277800.0,원(KRW),이정근,02-2025-4666,"경기도 과천시 과천대로12길 117 지동 701호,702호,802호(문원동 과천지식정보타운공공주택지구지식10블록 과천펜타원) ",2019/08/20,주권,보통주
329180,329180,KR7329180004,HD현대중공업,HD현대중공업,에이치디현대중공업보통주,HD현대중공업,HD HYUNDAI HEAVY INDUSTRIES,KOSPI,,5000,88773116.0,,33101.0,선박 및 보트 건조업,12.0,,443865580000.0,원(KRW),"이상균, 노진율 (각자 대표이사)",052-202-2114,울산광역시 동구 방어진순환도로 1000 ,2021/09/17,주권,보통주
330350,330350,KR7330350000,위더스제약,위더스제약,위더스제약,위더스제약,"Withus Pharmaceutical. Co., LTD",KOSDAQ,우량기업부,200,13202139.0,,32102.0,의약품 제조업,12.0,,2640427800.0,원(KRW),성대영,02-3486-7474,서울특별시 서초구 동산로12길 9 &nbsp,2020/07/03,주권,보통주
330590,330590,KR7330590001,롯데리츠,롯데리츠,롯데리츠보통주,롯데리츠,LOTTE REIT,KOSPI,,500,288968884.0,,126801.0,부동산 임대 및 공급업,6.0,,144484442000.0,원(KRW),롯데에이엠씨 주식회사,02-3213-8166,서울특별시 송파구 올림픽로 300 롯데월드타워 30층,2019/10/30,부동산투자회사,보통주
330730,330730,KR7330730003,스톤브릿지벤처스,스톤브릿지벤처스,스톤브릿지벤처스,스톤브릿지벤처스,"Stonebridge Ventures, Inc.",KOSDAQ,중견기업부,500,18150830.0,,116409.0,기타 금융업,12.0,,9075415000.0,원(KRW),유승운,02-6182-4700,"서울특별시 강남구 테헤란로 211 14층(역삼동, 케이에프에이에스빌딩) ",2022/02/25,주권,보통주
330860,330860,KR7330860008,네패스아크,네패스아크,네패스아크,네패스아크,Nepes Ark Corporation,KOSDAQ,중견기업부,500,12184045.0,,137309.0,"그외 기타 전문, 과학 및 기술 서비스업",12.0,,6092022500.0,원(KRW),"이창우, 이병구(각자 대표이사)",043-240-0230,충청북도 괴산군 청안면 네패스로 42 주식회사 네패스아크,2020/11/17,주권,보통주
331380,331380,KR7331380006,포커스에이아이,포커스에이아이,포커스에이아이,포커스에이아이,FOCUS AI,KOSDAQ,투자주의환기종목(소속부없음),100,24239838.0,,32605.0,영상 및 음향기기 제조업,12.0,,2423983800.0,원(KRW),"김대중, 박철웅 (각자 대표이사)",031-689-3380,경기도 안양시 동안구 엘에스로91번길 16-17 포커스빌딩,2019/10/02,주권,보통주
331520,331520,KR7331520007,밸로프,밸로프,밸로프,밸로프,VALOFE,KOSDAQ,중견기업부,100,50864390.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,5086439000.0,원(KRW),신재명,02-3771-9284,서울특별시 금천구 남부순환로 1282 밸로프타워 ,2019/10/29,주권,보통주
331660,331660,KR7331660001,한국미라클피플사,한국미라클피플사,한국미라클피플사,한국미라클피플사,KOREA MIRACLE PEOPLE COMPANY,KONEX,일반기업부,500,1100000.0,,32004.0,기타 화학제품 제조업,12.0,IBK증권,550000000.0,원(KRW),이호경,031-544-6781,경기도 포천시 군내면 용정경제로1길 94-1 ,2019/10/28,주권,보통주
331740,331740,KR7331740001,아우토크립트,아우토크립트,아우토크립트,아우토크립트,"Autocrypt Co., Ltd.",KOSDAQ,기술성장기업부,500,9633699.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,4816849500.0,원(KRW),"이석우, 김덕수(각자대표이사)",02-2125-4000,"서울특별시 영등포구 여의공원로 115 세우빌딩, 8층 ",2025/07/15,주권,보통주
331920,331920,KR7331920009,셀레믹스,셀레믹스,셀레믹스,셀레믹스,"Celemics, Inc.",KOSDAQ,기술성장기업부,500,8164148.0,기술성장기업,32101.0,기초 의약물질 제조업,12.0,,4082074000.0,원(KRW),"김효기, 이용훈",02-6746-8067,"서울특별시 금천구 가산디지털1로 131, A동 19층 및 20층 2004호 외 &nbsp",2020/08/21,주권,보통주
332190,332190,KR7332190008,오션스바이오,오션스바이오,오션스바이오,오션스바이오,OceansBio,KONEX,일반기업부,100,1477839.0,,32701.0,의료용 기기 제조업,12.0,교보증권,147783900.0,원(KRW),이현웅,070-4776-7006,경상남도 창원시 의창구 중동북로 235층 506호 ,2025/01/14,주권,보통주
332290,332290,KR7332290006,누보,누보,누보,누보,NOUSBO,KOSDAQ,벤처기업부,100,38825973.0,,32003.0,"비료, 농약 및 살균, 살충제 제조업",12.0,,3882597300.0,원(KRW),"김창균, 이경원",031-295-6189,경기도 수원시 권선구 서호로 89 5동 106호 ,2019/10/11,주권,보통주
332370,332370,KR7332370006,아이디피,아이디피,아이디피,아이디피,"IDP Corp., Ltd.",KOSDAQ,중견기업부,500,13273726.0,,32603.0,컴퓨터 및 주변장치 제조업,12.0,,6636863000.0,원(KRW),노현철,02-6099-3700,"서울특별시 구로구 디지털로33길 50, 601 ",2020/08/24,주권,보통주
332570,332570,KR7332570001,PS일렉트로닉스,PS일렉트로닉스,피에스일렉트로닉스,PS일렉트로닉스,Pentastone Electronics,KOSDAQ,벤처기업부,500,43789726.0,,32602.0,전자부품 제조업,12.0,,22871425500.0,원(KRW),유대규,031-781-8560,"경기도 성남시 분당구 황새울로319번길 8-4 (서현동, 삼헌빌딩) ",2020/07/31,주권,보통주
333050,333050,KR7333050003,모코엠시스,모코엠시스,모코엠시스,모코엠시스,MOCOMSYS,KOSDAQ,벤처기업부,100,24613326.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,2461332600.0,원(KRW),"김인수, 윤영호 (각자 대표이사)",02-2141-4100,서울특별시 마포구 상암산로 76 YTN 뉴스퀘어 14층,2019/10/31,주권,보통주
333430,333430,KR7333430007,일승,일승,일승,일승,IL SEUNG,KOSDAQ,중견기업부,100,30726747.0,,33101.0,선박 및 보트 건조업,12.0,,3072674700.0,원(KRW),김성욱,051-831-4110,부산광역시 강서구 녹산산단165로14번길 31 주식회사 일승,2019/11/06,주권,보통주
333620,333620,KR7333620003,엔시스,엔시스,엔시스,엔시스,"Nsys Co., Ltd.",KOSDAQ,벤처기업부,100,10556344.0,,32809.0,기타 전기장비 제조업,12.0,,1055634400.0,원(KRW),진승언,041-568-7222,충청남도 아산시 음봉면 스마트산단3로 18 (주)엔시스 ,2021/04/01,주권,보통주
334890,334890,KR7334890001,이지스밸류플러스리츠,이지스밸류플러스리츠,이지스밸류플러스리츠보통주,이지스밸류플러스리츠,IGIS Value Plus REIT,KOSPI,,1000,51443469.0,,126801.0,부동산 임대 및 공급업,8.0,,51443469000.0,원(KRW),도병운,02-6959-3100,"서울특별시 영등포구 여의공원로 115, 14층 ",2020/07/16,부동산투자회사,보통주
334970,334970,KR7334970001,프레스티지바이오로직스,프레스티지바이오로직스,프레스티지바이오로직스,프레스티지바이오로직스,"Prestige Biologics Co., Ltd.",KOSDAQ,기술성장기업부,500,77752637.0,기술성장기업,32102.0,의약품 제조업,6.0,,38876318500.0,원(KRW),김진우,043-232-1552,충청북도 청주시 흥덕구 오송읍 오송생명1로 197 ,2021/03/11,주권,보통주
335810,335810,KR7335810008,프리시젼바이오,프리시젼바이오,프리시젼바이오,프리시젼바이오,Precision Biosensor Inc.,KOSDAQ,기술성장기업부,500,11614526.0,기술성장기업,32701.0,의료용 기기 제조업,12.0,,5807263000.0,원(KRW),김한신,042-867-6300,대전시 유성구 테크노2로 306 ,2020/12/22,주권,보통주
335870,335870,KR7335870002,윙스풋,윙스풋,윙스풋,윙스풋,WINGS FOOT,KOSDAQ,중견기업부,100,16750473.0,,74704.0,"섬유, 의복, 신발 및 가죽제품 소매업",12.0,,1675047300.0,원(KRW),"임신영, 김동린(각자대표)",02-539-6130,서울특별시 중구 명동길 65 보림빌딩 11층 ,2019/12/09,주권,보통주
335890,335890,KR7335890000,비올,비올,비올,비올,"VIOL Co., Ltd.",KOSDAQ,벤처기업부,100,58419125.0,,32701.0,의료용 기기 제조업,12.0,,5841912500.0,원(KRW),이은천,031-8017-7893,"경기도 성남시 분당구 판교로 744 분당테크노파크 C동 808호,809호",2019/12/03,주권,보통주
336040,336040,KR7336040001,타스컴,타스컴,타스컴,타스컴,TASCOM,KONEX,일반기업부,500,4684534.0,,32701.0,의료용 기기 제조업,12.0,한화투자,2342267000.0,원(KRW),이인근,031-433-6620,"경기도 안양시 동안구 학의로 268 824호, (관양동,안양메가벨리) ",2019/12/02,주권,보통주
336060,336060,KR7336060009,웨이버스,웨이버스,웨이버스,웨이버스,WAVUS,KOSDAQ,벤처기업부,100,48155200.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,4815520000.0,원(KRW),"김학성, 박창훈",02-3770-2000,"서울특별시 구로구 디지털로26길 61 1001호(구로동, 에이스하이엔드타워2차)",2019/11/28,주권,보통주
336260,336260,KR7336260005,두산퓨얼셀,두산퓨얼셀,두산퓨얼셀보통주,두산퓨얼셀,Doosan Fuel Cell,KOSPI,,100,65493726.0,,32801.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12.0,,8184422600.0,원(KRW),"이두순, 윤재동 (각자 대표이사)",063-722-2001,전라북도 익산시 석암로7길 100 (팔봉동),2019/10/18,주권,보통주
,33626K,KR733626K013,,두산퓨얼셀1우선주,두산퓨얼셀1우선주,두산퓨얼셀1우,Doosan Fuel Cell(1P),KOSPI,,100,13364200.0,,,,,,,,,,,2019/10/18,주권,구형우선주
,33626L,KR733626K021,,두산퓨얼셀2우선주(신형),두산퓨얼셀2우선주(신형),두산퓨얼셀2우B,Doosan Fuel Cell(2PB),KOSPI,,100,2986300.0,,,,,,,,,,,2019/10/18,주권,신형우선주
